,Convective Available Potential Energy,K index,Cross totals index,Vertical totals index,Lifted index,Showalter index,waktu,hujan,petir,hujan 6 jam
1302,0.0,-12.7,10.1,24.1,1.88,8.4,2017-10-13 00:00:00,0.0,0.0,0.0
1303,0.0,-12.7,10.1,24.1,1.88,8.4,2017-10-13 12:00:00,0.0,0.0,0.0
1304,0.0,18.7,14.9,21.9,3.45,5.38,2017-10-14 00:00:00,1.0,0.0,0.0
1305,0.0,18.7,14.9,21.9,3.45,5.38,2017-10-14 12:00:00,0.0,0.0,0.0
1306,158.16,35.0,19.7,23.7,-1.44,0.79,2017-10-15 00:00:00,1.0,1.0,0.0
1307,158.16,35.0,19.7,23.7,-1.44,0.79,2017-10-15 12:00:00,1.0,0.0,0.0
1308,38.84,34.5,18.4,22.3,0.3,2.09,2017-10-16 00:00:00,1.0,0.0,0.0
1309,38.84,34.5,18.4,22.3,0.3,2.09,2017-10-16 12:00:00,1.0,0.0,0.0
1310,2.96,34.2,20.8,22.1,0.89,0.31,2017-10-17 00:00:00,1.0,0.0,0.0
1311,2.96,34.2,20.8,22.1,0.89,0.31,2017-10-17 12:00:00,0.0,0.0,0.0
1312,0.79,29.1,17.5,23.5,0.68,2.58,2017-10-18 00:00:00,1.0,1.0,0.0
1313,0.79,29.1,17.5,23.5,0.68,2.58,2017-10-18 12:00:00,0.0,0.0,0.0
1314,271.69,25.3,18.5,22.7,-0.88,2.06,2017-10-19 00:00:00,1.0,0.0,0.0
1315,271.69,25.3,18.5,22.7,-0.88,2.06,2017-10-19 12:00:00,0.0,0.0,0.0
1316,128.31,22.5,13.7,24.7,-1.07,5.48,2017-10-20 00:00:00,1.0,1.0,0.0
1317,128.31,22.5,13.7,24.7,-1.07,5.48,2017-10-20 12:00:00,0.0,0.0,0.0
1318,0.0,26.2,18.8,22.5,1.39,1.97,2017-10-21 00:00:00,1.0,0.0,0.0
1319,0.0,26.2,18.8,22.5,1.39,1.97,2017-10-21 12:00:00,0.0,0.0,0.0
1320,5.13,21.3,15.5,23.5,1.35,4.26,2017-10-22 00:00:00,1.0,1.0,0.0
1321,5.13,21.3,15.5,23.5,1.35,4.26,2017-10-22 12:00:00,0.0,0.0,0.0
1322,,,,,,,2017-10-23 00:00:00,1.0,1.0,0.0
1323,,,,,,,2017-10-23 12:00:00,0.0,0.0,0.0
1324,4.96,33.4,18.1,23.1,0.57,2.24,2017-10-24 00:00:00,0.0,0.0,0.0
1325,4.96,33.4,18.1,23.1,0.57,2.24,2017-10-24 12:00:00,0.0,0.0,0.0
1326,210.59,32.2,17.9,22.9,-0.72,2.52,2017-10-25 00:00:00,0.0,1.0,0.0
1327,210.59,32.2,17.9,22.9,-0.72,2.52,2017-10-25 12:00:00,0.0,0.0,0.0
1328,40.97,27.3,18.1,23.1,-0.32,2.24,2017-10-26 00:00:00,0.0,0.0,0.0
1329,40.97,27.3,18.1,23.1,-0.32,2.24,2017-10-26 12:00:00,0.0,0.0,0.0
1330,2.2,11.9,14.5,22.5,1.48,5.41,2017-10-27 00:00:00,0.0,0.0,0.0
1331,2.2,11.9,14.5,22.5,1.48,5.41,2017-10-27 12:00:00,0.0,0.0,0.0
1332,0.0,9.1,13.7,23.7,3.42,5.84,2017-10-28 00:00:00,0.0,0.0,0.0
1333,0.0,9.1,13.7,23.7,3.42,5.84,2017-10-28 12:00:00,0.0,0.0,0.0
1334,4.03,12.1,15.5,21.5,1.31,4.99,2017-10-29 00:00:00,0.0,0.0,0.0
1335,4.03,12.1,15.5,21.5,1.31,4.99,2017-10-29 12:00:00,0.0,0.0,0.0
1336,0.51,26.3,15.1,23.1,0.77,4.88,2017-10-30 00:00:00,1.0,1.0,0.0
1337,0.51,26.3,15.1,23.1,0.77,4.88,2017-10-30 12:00:00,1.0,1.0,1.0
1338,376.66,27.3,18.5,23.3,-1.83,2.02,2017-10-31 00:00:00,1.0,0.0,0.0
1339,376.66,27.3,18.5,23.3,-1.83,2.02,2017-10-31 12:00:00,0.0,0.0,0.0
1340,82.27,26.2,19.6,23.9,-0.29,0.61,2017-11-01 00:00:00,1.0,1.0,0.0
1341,82.27,26.2,19.6,23.9,-0.29,0.61,2017-11-01 12:00:00,0.0,1.0,1.0
1342,17.69,30.2,19.8,24.5,0.14,0.47,2017-11-02 00:00:00,1.0,1.0,0.0
1343,17.69,30.2,19.8,24.5,0.14,0.47,2017-11-02 12:00:00,0.0,0.0,0.0
1344,98.11,27.5,16.7,24.7,-1.29,3.06,2017-11-03 00:00:00,1.0,1.0,0.0
1345,98.11,27.5,16.7,24.7,-1.29,3.06,2017-11-03 12:00:00,0.0,0.0,0.0
1346,53.04,29.9,17.7,24.7,-0.85,2.04,2017-11-04 00:00:00,1.0,1.0,0.0
1347,53.04,29.9,17.7,24.7,-0.85,2.04,2017-11-04 12:00:00,1.0,0.0,0.0
1348,178.81,29.7,19.9,24.9,-1.84,0.18,2017-11-05 00:00:00,1.0,1.0,0.0
1349,178.81,29.7,19.9,24.9,-1.84,0.18,2017-11-05 12:00:00,0.0,0.0,0.0
1350,309.26,29.9,18.1,25.1,-2.47,1.79,2017-11-06 00:00:00,1.0,1.0,0.0
1351,309.26,29.9,18.1,25.1,-2.47,1.79,2017-11-06 12:00:00,0.0,0.0,0.0
1352,210.66,30.9,18.1,25.1,-2.09,1.79,2017-11-07 00:00:00,1.0,1.0,0.0
1353,210.66,30.9,18.1,25.1,-2.09,1.79,2017-11-07 12:00:00,0.0,0.0,0.0
1354,71.3,23.0,19.0,23.5,-0.52,1.46,2017-11-08 00:00:00,1.0,1.0,0.0
1355,71.3,23.0,19.0,23.5,-0.52,1.46,2017-11-08 12:00:00,0.0,0.0,0.0
1356,0.0,22.7,13.5,23.5,2.9,5.43,2017-11-09 00:00:00,0.0,1.0,0.0
1357,0.0,22.7,13.5,23.5,2.9,5.43,2017-11-09 12:00:00,0.0,0.0,0.0
1358,13.29,28.1,18.9,24.9,-0.62,0.94,2017-11-10 00:00:00,0.0,0.0,0.0
1359,13.29,28.1,18.9,24.9,-0.62,0.94,2017-11-10 12:00:00,0.0,0.0,0.0
1360,330.97,25.7,17.1,24.1,-1.02,2.49,2017-11-11 00:00:00,1.0,1.0,0.0
1361,330.97,25.7,17.1,24.1,-1.02,2.49,2017-11-11 12:00:00,1.0,1.0,1.0
1362,25.6,31.7,18.5,23.5,0.23,1.42,2017-11-12 00:00:00,1.0,1.0,0.0
1363,25.6,31.7,18.5,23.5,0.23,1.42,2017-11-12 12:00:00,1.0,1.0,0.0
1364,22.04,35.6,19.4,23.7,-0.58,0.9,2017-11-13 00:00:00,1.0,1.0,0.0
1365,22.04,35.6,19.4,23.7,-0.58,0.9,2017-11-13 12:00:00,1.0,0.0,0.0
1366,66.17,35.9,20.3,23.5,-0.83,0.13,2017-11-14 00:00:00,1.0,1.0,0.0
1367,66.17,35.9,20.3,23.5,-0.83,0.13,2017-11-14 12:00:00,1.0,0.0,0.0
1368,0.0,31.9,18.7,24.7,0.33,1.14,2017-11-15 00:00:00,0.0,0.0,0.0
1369,0.0,31.9,18.7,24.7,0.33,1.14,2017-11-15 12:00:00,1.0,0.0,0.0
1370,,,,,,,2017-11-16 00:00:00,1.0,0.0,0.0
1371,,,,,,,2017-11-16 12:00:00,0.0,0.0,0.0
1372,32.68,34.5,19.1,23.3,0.85,1.12,2017-11-17 00:00:00,0.0,1.0,0.0
1373,32.68,34.5,19.1,23.3,0.85,1.12,2017-11-17 12:00:00,0.0,0.0,0.0
1374,59.55,30.7,17.9,23.9,-0.79,2.1,2017-11-18 00:00:00,0.0,0.0,0.0
1375,59.55,30.7,17.9,23.9,-0.79,2.1,2017-11-18 12:00:00,1.0,0.0,0.0
1376,,,,,,,2017-11-19 00:00:00,0.0,0.0,0.0
1377,,,,,,,2017-11-19 12:00:00,0.0,0.0,0.0
1378,,,,,,,2017-11-20 00:00:00,1.0,1.0,1.0
1379,,,,,,,2017-11-20 12:00:00,0.0,0.0,0.0
1380,95.05,34.2,19.4,22.5,-0.3,1.04,2017-11-21 00:00:00,1.0,1.0,0.0
1381,95.05,34.2,19.4,22.5,-0.3,1.04,2017-11-21 12:00:00,1.0,0.0,0.0
1382,160.97,33.0,21.0,22.5,-1.04,-0.46,2017-11-22 00:00:00,1.0,1.0,1.0
1383,160.97,33.0,21.0,22.5,-1.04,-0.46,2017-11-22 12:00:00,0.0,0.0,0.0
1384,,,,,,,2017-11-23 00:00:00,0.0,0.0,0.0
1385,,,,,,,2017-11-23 12:00:00,1.0,0.0,0.0
1386,33.03,33.7,20.3,23.1,-0.53,0.32,2017-11-24 00:00:00,1.0,0.0,0.0
1387,33.03,33.7,20.3,23.1,-0.53,0.32,2017-11-24 12:00:00,1.0,0.0,0.0
1388,0.0,31.5,18.1,22.5,0.42,2.45,2017-11-25 00:00:00,1.0,0.0,0.0
1389,0.0,31.5,18.1,22.5,0.42,2.45,2017-11-25 12:00:00,1.0,0.0,0.0
1390,547.49,34.0,20.7,22.3,-1.95,-0.16,2017-11-26 00:00:00,1.0,0.0,0.0
1391,547.49,34.0,20.7,22.3,-1.95,-0.16,2017-11-26 12:00:00,1.0,0.0,0.0
1392,168.21,32.2,18.7,21.9,-0.61,1.82,2017-11-27 00:00:00,1.0,0.0,0.0
1393,168.21,32.2,18.7,21.9,-0.61,1.82,2017-11-27 12:00:00,1.0,1.0,1.0
1394,97.89,35.9,21.5,21.9,-0.49,-0.69,2017-11-28 00:00:00,1.0,0.0,0.0
1395,97.89,35.9,21.5,21.9,-0.49,-0.69,2017-11-28 12:00:00,1.0,1.0,0.0
1396,20.19,36.4,20.3,22.1,0.27,0.43,2017-11-29 00:00:00,1.0,0.0,0.0
1397,20.19,36.4,20.3,22.1,0.27,0.43,2017-11-29 12:00:00,1.0,0.0,0.0
1398,192.17,33.0,20.1,21.7,-0.98,0.63,2017-11-30 00:00:00,1.0,1.0,0.0
1399,192.17,33.0,20.1,21.7,-0.98,0.63,2017-11-30 12:00:00,1.0,0.0,0.0
1400,476.73,33.7,21.1,22.5,-2.3,-0.37,2017-12-01 00:00:00,1.0,0.0,0.0
1401,476.73,33.7,21.1,22.5,-2.3,-0.37,2017-12-01 12:00:00,0.0,0.0,0.0
1402,582.48,37.6,22.3,22.9,-2.89,-1.29,2017-12-02 00:00:00,1.0,0.0,0.0
1403,582.48,37.6,22.3,22.9,-2.89,-1.29,2017-12-02 12:00:00,0.0,0.0,0.0
1404,0.0,28.7,19.1,23.7,0.55,1.09,2017-12-03 00:00:00,0.0,0.0,0.0
1405,0.0,28.7,19.1,23.7,0.55,1.09,2017-12-03 12:00:00,0.0,0.0,0.0
1406,676.8,31.9,19.1,24.1,-2.78,0.98,2017-12-04 00:00:00,0.0,0.0,0.0
1407,676.8,31.9,19.1,24.1,-2.78,0.98,2017-12-04 12:00:00,0.0,0.0,0.0
1408,30.48,27.7,16.7,23.7,-0.15,3.12,2017-12-05 00:00:00,0.0,0.0,0.0
1409,30.48,27.7,16.7,23.7,-0.15,3.12,2017-12-05 12:00:00,0.0,0.0,0.0
1410,4.59,32.2,20.0,23.9,-0.28,0.41,2017-12-06 00:00:00,0.0,0.0,0.0
1411,4.59,32.2,20.0,23.9,-0.28,0.41,2017-12-06 12:00:00,0.0,1.0,0.0
1412,106.08,35.3,20.1,23.3,-0.97,0.33,2017-12-07 00:00:00,1.0,0.0,0.0
1413,106.08,35.3,20.1,23.3,-0.97,0.33,2017-12-07 12:00:00,1.0,1.0,1.0
1414,273.52,34.2,21.6,23.1,-1.76,-0.87,2017-12-08 00:00:00,1.0,1.0,0.0
1415,273.52,34.2,21.6,23.1,-1.76,-0.87,2017-12-08 12:00:00,1.0,1.0,1.0
1416,199.21,33.9,17.5,22.5,-0.69,2.84,2017-12-09 00:00:00,0.0,0.0,0.0
1417,199.21,33.9,17.5,22.5,-0.69,2.84,2017-12-09 12:00:00,0.0,0.0,0.0
1418,107.3,32.7,19.7,22.3,-0.35,0.84,2017-12-10 00:00:00,1.0,1.0,0.0
1419,107.3,32.7,19.7,22.3,-0.35,0.84,2017-12-10 12:00:00,1.0,1.0,1.0
1420,55.32,35.3,21.2,23.3,-0.84,-0.66,2017-12-11 00:00:00,0.0,0.0,0.0
1421,55.32,35.3,21.2,23.3,-0.84,-0.66,2017-12-11 12:00:00,0.0,0.0,0.0
1422,474.77,31.5,19.1,22.7,-1.17,1.23,2017-12-12 00:00:00,1.0,1.0,0.0
1423,474.77,31.5,19.1,22.7,-1.17,1.23,2017-12-12 12:00:00,1.0,1.0,1.0
1424,888.16,37.1,22.3,23.5,-3.13,-1.57,2017-12-13 00:00:00,0.0,0.0,0.0
1425,888.16,37.1,22.3,23.5,-3.13,-1.57,2017-12-13 12:00:00,0.0,0.0,0.0
1426,453.22,28.3,20.1,22.9,-1.58,0.34,2017-12-14 00:00:00,1.0,1.0,0.0
1427,453.22,28.3,20.1,22.9,-1.58,0.34,2017-12-14 12:00:00,1.0,1.0,1.0
1428,501.57,32.8,20.8,22.3,-1.9,0.22,2017-12-15 00:00:00,1.0,0.0,0.0
1429,501.57,32.8,20.8,22.3,-1.9,0.22,2017-12-15 12:00:00,1.0,1.0,1.0
1430,517.31,38.5,23.0,23.3,-2.2,-2.0,2017-12-16 00:00:00,1.0,1.0,1.0
1431,517.31,38.5,23.0,23.3,-2.2,-2.0,2017-12-16 12:00:00,0.0,0.0,0.0
1432,430.77,32.9,19.0,21.1,-1.36,2.2,2017-12-17 00:00:00,1.0,0.0,0.0
1433,430.77,32.9,19.0,21.1,-1.36,2.2,2017-12-17 12:00:00,1.0,0.0,0.0
1434,261.04,36.1,20.1,21.5,-1.06,0.92,2017-12-18 00:00:00,1.0,0.0,0.0
1435,261.04,36.1,20.1,21.5,-1.06,0.92,2017-12-18 12:00:00,1.0,1.0,0.0
1436,161.17,33.3,20.1,22.9,-1.26,0.52,2017-12-19 00:00:00,1.0,1.0,1.0
1437,161.17,33.3,20.1,22.9,-1.26,0.52,2017-12-19 12:00:00,1.0,0.0,0.0
1438,234.16,38.6,21.6,21.7,-1.02,-0.6,2017-12-20 00:00:00,1.0,1.0,1.0
1439,234.16,38.6,21.6,21.7,-1.02,-0.6,2017-12-20 12:00:00,,,
1440,,,,,,,2017-12-21 00:00:00,1.0,0.0,0.0
1441,,,,,,,2017-12-21 12:00:00,1.0,0.0,0.0
1442,130.84,31.2,19.6,20.9,-0.35,1.61,2017-12-22 00:00:00,1.0,0.0,0.0
1443,130.84,31.2,19.6,20.9,-0.35,1.61,2017-12-22 12:00:00,1.0,0.0,0.0
1444,277.22,31.1,18.9,21.3,-0.95,2.1,2017-12-23 00:00:00,1.0,0.0,0.0
1445,277.22,31.1,18.9,21.3,-0.95,2.1,2017-12-23 12:00:00,1.0,0.0,0.0
1446,293.69,19.7,18.7,22.9,-1.81,1.78,2017-12-24 00:00:00,0.0,0.0,0.0
1447,293.69,19.7,18.7,22.9,-1.81,1.78,2017-12-24 12:00:00,1.0,1.0,1.0
1448,203.8,24.8,10.7,21.7,0.01,8.55,2017-12-25 00:00:00,0.0,0.0,0.0
1449,203.8,24.8,10.7,21.7,0.01,8.55,2017-12-25 12:00:00,0.0,0.0,0.0
1450,305.98,28.1,17.5,21.9,-0.59,2.71,2017-12-26 00:00:00,1.0,0.0,0.0
1451,305.98,28.1,17.5,21.9,-0.59,2.71,2017-12-26 12:00:00,1.0,0.0,0.0
1452,766.99,36.9,21.9,23.1,-3.2,-1.17,2017-12-27 00:00:00,1.0,0.0,0.0
1453,766.99,36.9,21.9,23.1,-3.2,-1.17,2017-12-27 12:00:00,0.0,1.0,0.0
1454,981.8,35.2,19.8,22.1,-2.11,0.83,2017-12-28 00:00:00,1.0,1.0,0.0
1455,981.8,35.2,19.8,22.1,-2.11,0.83,2017-12-28 12:00:00,1.0,0.0,0.0
1456,32.06,29.9,17.9,24.9,-1.08,1.92,2017-12-29 00:00:00,0.0,0.0,0.0
1457,32.06,29.9,17.9,24.9,-1.08,1.92,2017-12-29 12:00:00,0.0,0.0,0.0
1458,45.99,33.4,18.8,23.7,-0.37,1.29,2017-12-30 00:00:00,0.0,0.0,0.0
1459,45.99,33.4,18.8,23.7,-0.37,1.29,2017-12-30 12:00:00,1.0,0.0,0.0
1460,51.32,34.4,19.5,22.5,-0.38,1.12,2017-12-31 00:00:00,0.0,0.0,0.0
1461,51.32,34.4,19.5,22.5,-0.38,1.12,2017-12-31 12:00:00,0.0,0.0,0.0
1462,0.39,30.7,18.7,21.9,0.83,1.82,2018-01-01 00:00:00,0.0,0.0,0.0
1463,0.39,30.7,18.7,21.9,0.83,1.82,2018-01-01 12:00:00,0.0,1.0,1.0
1464,67.63,30.7,19.1,23.9,-0.79,1.08,2018-01-02 00:00:00,0.0,0.0,0.0
1465,67.63,30.7,19.1,23.9,-0.79,1.08,2018-01-02 12:00:00,1.0,1.0,1.0
1466,499.16,31.3,19.1,21.7,-2.09,2.08,2018-01-03 00:00:00,0.0,0.0,0.0
1467,499.16,31.3,19.1,21.7,-2.09,2.08,2018-01-03 12:00:00,0.0,0.0,0.0
1468,450.65,34.9,21.5,22.9,-1.59,-0.96,2018-01-04 00:00:00,1.0,1.0,1.0
1469,450.65,34.9,21.5,22.9,-1.59,-0.96,2018-01-04 12:00:00,0.0,0.0,0.0
1470,265.81,31.5,18.9,24.9,-2.98,0.78,2018-01-05 00:00:00,0.0,0.0,0.0
1471,265.81,31.5,18.9,24.9,-2.98,0.78,2018-01-05 12:00:00,0.0,0.0,0.0
1472,756.77,33.9,20.5,22.3,-2.32,0.32,2018-01-06 00:00:00,1.0,1.0,0.0
1473,756.77,33.9,20.5,22.3,-2.32,0.32,2018-01-06 12:00:00,0.0,0.0,0.0
1474,487.25,33.5,21.1,23.5,-1.92,-0.74,2018-01-07 00:00:00,1.0,1.0,0.0
1475,487.25,33.5,21.1,23.5,-1.92,-0.74,2018-01-07 12:00:00,1.0,0.0,0.0
1476,358.52,35.1,21.2,23.1,-1.63,-0.56,2018-01-08 00:00:00,1.0,0.0,0.0
1477,358.52,35.1,21.2,23.1,-1.63,-0.56,2018-01-08 12:00:00,1.0,0.0,0.0
1478,393.02,34.5,20.7,23.7,-1.91,0.01,2018-01-09 00:00:00,1.0,0.0,0.0
1479,393.02,34.5,20.7,23.7,-1.91,0.01,2018-01-09 12:00:00,1.0,0.0,0.0
1480,900.42,35.0,19.8,22.9,-2.45,0.91,2018-01-10 00:00:00,1.0,0.0,0.0
1481,900.42,35.0,19.8,22.9,-2.45,0.91,2018-01-10 12:00:00,1.0,0.0,0.0
1482,69.63,,,,,,2018-01-11 00:00:00,1.0,0.0,0.0
1483,69.63,,,,,,2018-01-11 12:00:00,1.0,0.0,0.0
1484,147.81,34.8,20.2,22.9,-0.69,0.34,2018-01-12 00:00:00,1.0,0.0,0.0
1485,147.81,34.8,20.2,22.9,-0.69,0.34,2018-01-12 12:00:00,1.0,0.0,0.0
1486,70.98,32.7,20.3,22.5,-0.28,0.52,2018-01-13 00:00:00,1.0,0.0,0.0
1487,70.98,32.7,20.3,22.5,-0.28,0.52,2018-01-13 12:00:00,1.0,0.0,0.0
1488,5.98,37.4,21.6,21.7,0.6,-0.31,2018-01-14 00:00:00,1.0,0.0,0.0
1489,5.98,37.4,21.6,21.7,0.6,-0.31,2018-01-14 12:00:00,1.0,0.0,0.0
1490,234.89,36.4,20.5,22.5,-1.45,0.51,2018-01-15 00:00:00,1.0,0.0,0.0
1491,234.89,36.4,20.5,22.5,-1.45,0.51,2018-01-15 12:00:00,1.0,0.0,0.0
1492,100.82,34.9,20.9,21.1,0.39,0.6,2018-01-16 00:00:00,1.0,0.0,0.0
1493,100.82,34.9,20.9,21.1,0.39,0.6,2018-01-16 12:00:00,1.0,0.0,0.0
1494,193.14,32.8,18.9,20.9,-0.77,2.78,2018-01-17 00:00:00,1.0,0.0,0.0
1495,193.14,32.8,18.9,20.9,-0.77,2.78,2018-01-17 12:00:00,1.0,0.0,0.0
1496,40.26,32.9,18.6,21.3,0.54,2.39,2018-01-18 00:00:00,1.0,1.0,1.0
1497,40.26,32.9,18.6,21.3,0.54,2.39,2018-01-18 12:00:00,0.0,0.0,0.0
1498,66.6,33.7,20.1,23.3,-0.89,0.51,2018-01-19 00:00:00,1.0,0.0,0.0
1499,66.6,33.7,20.1,23.3,-0.89,0.51,2018-01-19 12:00:00,1.0,0.0,0.0
1500,260.11,35.7,20.0,20.7,-0.69,1.4,2018-01-20 00:00:00,1.0,0.0,0.0
1501,260.11,35.7,20.0,20.7,-0.69,1.4,2018-01-20 12:00:00,1.0,0.0,0.0
1502,132.95,35.0,19.7,21.7,-0.53,1.41,2018-01-21 00:00:00,1.0,0.0,0.0
1503,132.95,35.0,19.7,21.7,-0.53,1.41,2018-01-21 12:00:00,1.0,0.0,0.0
1504,866.77,34.7,19.9,22.1,-2.44,1.01,2018-01-22 00:00:00,1.0,0.0,0.0
1505,866.77,34.7,19.9,22.1,-2.44,1.01,2018-01-22 12:00:00,0.0,0.0,0.0
1506,59.09,35.1,20.5,23.1,-0.67,0.13,2018-01-23 00:00:00,1.0,0.0,0.0
1507,59.09,35.1,20.5,23.1,-0.67,0.13,2018-01-23 12:00:00,0.0,0.0,0.0
1508,852.88,34.9,19.6,23.5,-2.49,0.72,2018-01-24 00:00:00,0.0,0.0,0.0
1509,852.88,34.9,19.6,23.5,-2.49,0.72,2018-01-24 12:00:00,0.0,0.0,0.0
1510,626.82,34.1,21.9,25.1,-4.18,-1.47,2018-01-25 00:00:00,1.0,0.0,0.0
1511,626.82,34.1,21.9,25.1,-4.18,-1.47,2018-01-25 12:00:00,1.0,0.0,0.0
1512,633.46,34.5,21.0,23.1,-3.2,0.01,2018-01-26 00:00:00,1.0,0.0,0.0
1513,633.46,34.5,21.0,23.1,-3.2,0.01,2018-01-26 12:00:00,0.0,0.0,0.0
1514,529.1,33.5,19.9,24.9,-3.53,0.27,2018-01-27 00:00:00,1.0,0.0,0.0
1515,529.1,33.5,19.9,24.9,-3.53,0.27,2018-01-27 12:00:00,1.0,1.0,1.0
1516,812.52,31.9,20.9,23.9,-3.19,-0.37,2018-01-28 00:00:00,0.0,0.0,0.0
1517,812.52,31.9,20.9,23.9,-3.19,-0.37,2018-01-28 12:00:00,0.0,0.0,0.0
1518,1572.34,26.9,18.7,22.9,-3.23,1.69,2018-01-29 00:00:00,0.0,0.0,0.0
1519,1572.34,26.9,18.7,22.9,-3.23,1.69,2018-01-29 12:00:00,1.0,1.0,1.0
1520,1226.03,32.9,18.6,23.3,-2.84,1.84,2018-01-30 00:00:00,0.0,0.0,0.0
1521,1226.03,32.9,18.6,23.3,-2.84,1.84,2018-01-30 12:00:00,1.0,1.0,0.0
1522,59.42,28.1,17.7,23.7,-1.45,2.87,2018-01-31 00:00:00,0.0,0.0,0.0
1523,59.42,28.1,17.7,23.7,-1.45,2.87,2018-01-31 12:00:00,1.0,0.0,0.0
1524,319.39,35.6,19.9,21.7,-0.45,0.83,2018-02-01 00:00:00,1.0,1.0,1.0
1525,319.39,35.6,19.9,21.7,-0.45,0.83,2018-02-01 12:00:00,0.0,0.0,0.0
1526,273.11,31.2,18.4,20.7,0.13,2.6,2018-02-02 00:00:00,1.0,1.0,1.0
1527,273.11,31.2,18.4,20.7,0.13,2.6,2018-02-02 12:00:00,1.0,1.0,1.0
1528,195.4,32.4,19.9,21.7,-0.57,1.11,2018-02-03 00:00:00,1.0,1.0,1.0
1529,195.4,32.4,19.9,21.7,-0.57,1.11,2018-02-03 12:00:00,1.0,1.0,0.0
1530,,,,,,,2018-02-04 00:00:00,1.0,0.0,0.0
1531,,,,,,,2018-02-04 12:00:00,0.0,0.0,0.0
1532,97.27,31.3,18.7,22.5,-0.68,1.97,2018-02-05 00:00:00,0.0,0.0,0.0
1533,97.27,31.3,18.7,22.5,-0.68,1.97,2018-02-05 12:00:00,1.0,0.0,0.0
1534,294.25,36.4,22.0,22.5,-1.68,-0.99,2018-02-06 00:00:00,1.0,1.0,0.0
1535,294.25,36.4,22.0,22.5,-1.68,-0.99,2018-02-06 12:00:00,1.0,0.0,0.0
1536,170.32,34.2,20.6,21.5,-0.61,0.7,2018-02-07 00:00:00,1.0,1.0,1.0
1537,170.32,34.2,20.6,21.5,-0.61,0.7,2018-02-07 12:00:00,1.0,0.0,0.0
1538,43.45,32.9,20.8,22.5,-0.29,0.21,2018-02-08 00:00:00,1.0,0.0,0.0
1539,43.45,32.9,20.8,22.5,-0.29,0.21,2018-02-08 12:00:00,1.0,1.0,0.0
1540,263.26,32.3,19.2,23.7,-2.12,1.43,2018-02-09 00:00:00,0.0,0.0,0.0
1541,263.26,32.3,19.2,23.7,-2.12,1.43,2018-02-09 12:00:00,1.0,0.0,0.0
1542,94.85,34.8,20.4,22.5,-0.66,0.61,2018-02-10 00:00:00,1.0,0.0,0.0
1543,94.85,34.8,20.4,22.5,-0.66,0.61,2018-02-10 12:00:00,1.0,0.0,0.0
1544,111.93,36.9,21.5,22.1,-0.1,-0.3,2018-02-11 00:00:00,1.0,0.0,0.0
1545,111.93,36.9,21.5,22.1,-0.1,-0.3,2018-02-11 12:00:00,1.0,0.0,0.0
1546,505.57,34.3,20.5,22.5,-1.95,0.7,2018-02-12 00:00:00,1.0,0.0,0.0
1547,505.57,34.3,20.5,22.5,-1.95,0.7,2018-02-12 12:00:00,1.0,0.0,0.0
1548,449.48,31.7,20.5,22.9,-1.94,0.41,2018-02-13 00:00:00,1.0,1.0,1.0
1549,449.48,31.7,20.5,22.9,-1.94,0.41,2018-02-13 12:00:00,1.0,1.0,0.0
1550,887.72,36.9,21.3,23.1,-3.47,-0.1,2018-02-14 00:00:00,1.0,1.0,1.0
1551,887.72,36.9,21.3,23.1,-3.47,-0.1,2018-02-14 12:00:00,1.0,1.0,0.0
1552,162.98,36.7,20.5,20.7,0.39,0.9,2018-02-15 00:00:00,1.0,1.0,1.0
1553,162.98,36.7,20.5,20.7,0.39,0.9,2018-02-15 12:00:00,1.0,0.0,0.0
1554,789.99,35.5,20.4,23.1,-2.67,0.41,2018-02-16 00:00:00,1.0,1.0,1.0
1555,789.99,35.5,20.4,23.1,-2.67,0.41,2018-02-16 12:00:00,0.0,0.0,0.0
1556,709.04,29.3,20.3,24.3,-3.28,0.19,2018-02-17 00:00:00,0.0,0.0,0.0
1557,709.04,29.3,20.3,24.3,-3.28,0.19,2018-02-17 12:00:00,0.0,0.0,0.0
1558,347.44,27.0,19.8,24.1,-1.84,0.58,2018-02-18 00:00:00,0.0,0.0,0.0
1559,347.44,27.0,19.8,24.1,-1.84,0.58,2018-02-18 12:00:00,,,
1560,648.65,32.7,19.4,23.5,-2.58,1.26,2018-02-19 00:00:00,0.0,0.0,0.0
1561,648.65,32.7,19.4,23.5,-2.58,1.26,2018-02-19 12:00:00,0.0,0.0,0.0
1562,328.4,30.9,18.1,25.1,-2.0,1.79,2018-02-20 00:00:00,0.0,0.0,0.0
1563,328.4,30.9,18.1,25.1,-2.0,1.79,2018-02-20 12:00:00,0.0,0.0,0.0
1564,1015.93,29.5,18.1,24.1,-2.94,2.06,2018-02-21 00:00:00,0.0,0.0,0.0
1565,1015.93,29.5,18.1,24.1,-2.94,2.06,2018-02-21 12:00:00,0.0,0.0,0.0
1566,662.89,29.8,19.8,23.5,-2.18,0.7,2018-02-22 00:00:00,1.0,1.0,1.0
1567,662.89,29.8,19.8,23.5,-2.18,0.7,2018-02-22 12:00:00,1.0,0.0,0.0
1568,49.54,33.8,20.2,23.5,-0.53,0.41,2018-02-23 00:00:00,1.0,0.0,0.0
1569,49.54,33.8,20.2,23.5,-0.53,0.41,2018-02-23 12:00:00,1.0,0.0,0.0
1570,,,,,,,2018-02-24 00:00:00,1.0,0.0,0.0
