,Convective Available Potential Energy,K index,Cross totals index,Vertical totals index,Lifted index,Showalter index,waktu,hujan,suhu 1000 hpa,dewpoint 1000 hpa,suhu 850 hpa,dewpoint 850 hpa,suhu 700 hpa,dewpoint 700 hpa,suhu 500 hpa,dewpoint 500 hpa
683,227.92,24.9,17.1,24.1,-1.4,2.79,2019-12-08 12:00:00,0.0,26.4,20.4,18.8,11.8,9.6,-1.4,-5.3,16.3
684,806.36,25.9,17.5,24.5,-2.16,2.16,2019-12-09 00:00:00,1.0,27.0,22.0,19.4,12.4,9.6,-1.4,-5.1,20.1
685,806.36,25.9,17.5,24.5,-2.16,2.16,2019-12-09 12:00:00,0.0,27.0,22.0,19.4,12.4,9.6,-1.4,-5.1,20.1
686,641.71,30.8,19.6,24.1,-2.6,0.77,2019-12-10 00:00:00,1.0,26.6,22.2,18.2,13.7,8.6,1.6,-5.9,20.9
687,641.71,30.8,19.6,24.1,-2.6,0.77,2019-12-10 12:00:00,0.0,26.6,22.2,18.2,13.7,8.6,1.6,-5.9,20.9
688,96.63,28.7,18.7,24.7,-0.84,1.22,2019-12-11 00:00:00,1.0,26.4,20.4,19.0,13.0,9.4,0.4,-5.7,10.1
689,96.63,28.7,18.7,24.7,-0.84,1.22,2019-12-11 12:00:00,1.0,26.4,20.4,19.0,13.0,9.4,0.4,-5.7,10.1
690,172.82,25.1,15.7,24.7,-1.13,3.68,2019-12-12 00:00:00,1.0,26.6,20.6,19.4,10.4,10.2,0.2,-5.3,-9.4
691,172.82,25.1,15.7,24.7,-1.13,3.68,2019-12-12 12:00:00,1.0,26.6,20.6,19.4,10.4,10.2,0.2,-5.3,-9.4
692,430.6,23.7,18.3,24.3,-2.35,1.86,2019-12-13 00:00:00,1.0,25.4,21.8,18.4,12.4,10.8,-2.2,-5.9,15.9
693,430.6,23.7,18.3,24.3,-2.35,1.86,2019-12-13 12:00:00,1.0,25.4,21.8,18.4,12.4,10.8,-2.2,-5.9,15.9
694,256.77,36.6,22.3,22.7,-1.27,-1.49,2019-12-14 00:00:00,1.0,25.2,21.4,17.4,17.0,9.6,6.5,-5.3,12.3
695,256.77,36.6,22.3,22.7,-1.27,-1.49,2019-12-14 12:00:00,1.0,25.2,21.4,17.4,17.0,9.6,6.5,-5.3,12.3
696,,,,,,,2019-12-15 00:00:00,1.0,,,,,,,,
697,152.56,32.3,18.7,23.7,-0.82,1.47,2019-12-15 12:00:00,0.0,26.6,20.6,18.6,13.6,9.8,4.8,-5.1,-9.5
698,486.56,32.9,17.9,23.9,-1.81,2.1,2019-12-16 00:00:00,1.0,26.4,21.5,18.8,12.8,9.4,5.6,-5.1,12.1
699,486.56,32.9,17.9,23.9,-1.81,2.1,2019-12-16 12:00:00,1.0,26.4,21.5,18.8,12.8,9.4,5.6,-5.1,12.1
700,949.33,32.9,20.1,24.1,-2.87,0.04,2019-12-17 00:00:00,1.0,26.0,23.1,18.8,14.8,10.2,4.2,-5.3,15.3
701,949.33,32.9,20.1,24.1,-2.87,0.04,2019-12-17 12:00:00,0.0,26.0,23.1,18.8,14.8,10.2,4.2,-5.3,15.3
702,215.51,26.9,18.3,22.7,-0.37,1.91,2019-12-18 00:00:00,0.0,26.4,21.7,18.6,14.2,10.6,0.6,-4.1,17.1
703,215.51,26.9,18.3,22.7,-0.37,1.91,2019-12-18 12:00:00,0.0,26.4,21.7,18.6,14.2,10.6,0.6,-4.1,17.1
704,615.89,24.3,19.1,22.3,-1.3,1.33,2019-12-19 00:00:00,1.0,27.0,22.1,18.2,15.0,9.4,-3.6,-4.1,31.1
705,615.89,24.3,19.1,22.3,-1.3,1.33,2019-12-19 12:00:00,0.0,27.0,22.1,18.2,15.0,9.4,-3.6,-4.1,31.1
706,640.72,28.5,19.1,23.1,-1.89,1.21,2019-12-20 00:00:00,1.0,26.0,22.1,18.4,14.4,10.4,1.4,-4.7,17.7
707,640.72,28.5,19.1,23.1,-1.89,1.21,2019-12-20 12:00:00,1.0,26.0,22.1,18.4,14.4,10.4,1.4,-4.7,17.7
708,431.11,24.3,17.7,22.7,-0.82,2.47,2019-12-21 00:00:00,1.0,26.0,21.6,18.6,13.6,10.8,-1.2,-4.1,20.1
709,431.11,24.3,17.7,22.7,-0.82,2.47,2019-12-21 12:00:00,1.0,26.0,21.6,18.6,13.6,10.8,-1.2,-4.1,20.1
710,873.41,34.3,19.2,23.3,-2.22,0.94,2019-12-22 00:00:00,0.0,26.0,23.0,18.8,14.7,9.8,6.1,-4.5,-9.5
711,873.41,34.3,19.2,23.3,-2.22,0.94,2019-12-22 12:00:00,1.0,26.0,23.0,18.8,14.7,9.8,6.1,-4.5,-9.5
712,154.67,25.5,19.9,23.9,-1.1,0.33,2019-12-23 00:00:00,0.0,25.4,22.9,18.6,14.6,10.8,-2.2,-5.3,-8.2
713,154.67,25.5,19.9,23.9,-1.1,0.33,2019-12-23 12:00:00,0.0,25.4,22.9,18.6,14.6,10.8,-2.2,-5.3,-8.2
714,118.4,29.7,17.5,23.5,-0.47,2.34,2019-12-24 00:00:00,1.0,26.4,21.4,19.2,13.2,11.4,4.4,-4.3,17.3
715,118.4,29.7,17.5,23.5,-0.47,2.34,2019-12-24 12:00:00,1.0,26.4,21.4,19.2,13.2,11.4,4.4,-4.3,17.3
716,130.72,29.3,16.3,23.3,-0.02,3.52,2019-12-25 00:00:00,1.0,26.6,20.6,19.0,12.0,10.8,4.8,-4.3,16.3
717,130.72,29.3,16.3,23.3,-0.02,3.52,2019-12-25 12:00:00,0.0,26.6,20.6,19.0,12.0,10.8,4.8,-4.3,16.3
718,0.0,29.9,17.9,22.9,1.42,2.52,2019-12-26 00:00:00,1.0,26.4,19.4,18.0,13.0,9.0,3.0,-4.9,19.9
719,0.0,29.9,17.9,22.9,1.42,2.52,2019-12-26 12:00:00,1.0,26.4,19.4,18.0,13.0,9.0,3.0,-4.9,19.9
720,,,,,,,2019-12-27 00:00:00,1.0,,,,,,,,
721,336.26,33.8,20.4,25.3,-1.89,-0.56,2019-12-27 12:00:00,1.0,26.8,20.8,19.4,14.5,11.0,5.0,-5.9,-8.7
722,,,,,,,2019-12-28 00:00:00,0.0,,,,,,,,
723,283.34,29.3,18.1,25.1,-2.03,1.64,2019-12-28 12:00:00,1.0,26.6,21.6,19.2,12.2,10.2,2.2,-5.9,10.0
724,236.4,34.5,21.5,23.3,-2.26,-0.49,2019-12-29 00:00:00,0.0,25.0,22.2,17.0,15.2,9.6,5.6,-6.3,-8.3
725,236.4,34.5,21.5,23.3,-2.26,-0.49,2019-12-29 12:00:00,0.0,25.0,22.2,17.0,15.2,9.6,5.6,-6.3,-8.3
726,706.46,30.5,19.1,23.3,-2.39,1.2,2019-12-30 00:00:00,0.0,25.4,22.1,18.4,14.2,11.6,4.6,-4.9,-8.4
727,706.46,30.5,19.1,23.3,-2.39,1.2,2019-12-30 12:00:00,1.0,25.4,22.1,18.4,14.2,11.6,4.6,-4.9,-8.4
728,119.45,32.4,18.8,23.7,-0.87,1.38,2019-12-31 00:00:00,0.0,26.2,21.2,18.6,13.7,11.2,6.2,-5.1,10.0
729,119.45,32.4,18.8,23.7,-0.87,1.38,2019-12-31 12:00:00,1.0,26.2,21.2,18.6,13.7,11.2,6.2,-5.1,10.0
