,waktu,status hujan
590,2016-01-25 14:30:00,
591,2016-01-25 15:30:00,
592,2016-01-25 16:30:00,
593,2016-01-25 17:30:00,
594,2016-01-25 18:30:00,
595,2016-01-25 19:30:00,
596,2016-01-25 20:30:00,
597,2016-01-25 21:30:00,
598,2016-01-25 22:30:00,
599,2016-01-25 23:30:00,
600,2016-01-26 00:30:00,
601,2016-01-26 01:30:00,
602,2016-01-26 02:30:00,
603,2016-01-26 03:30:00,
604,2016-01-26 04:30:00,
605,2016-01-26 05:30:00,
606,2016-01-26 06:30:00,
607,2016-01-26 07:30:00,
608,2016-01-26 08:30:00,
609,2016-01-26 09:30:00,
610,2016-01-26 10:30:00,
611,2016-01-26 11:30:00,
612,2016-01-26 12:30:00,
613,2016-01-26 13:30:00,
614,2016-01-26 14:30:00,
615,2016-01-26 15:30:00,
616,2016-01-26 16:30:00,
617,2016-01-26 17:30:00,
618,2016-01-26 18:30:00,
619,2016-01-26 19:30:00,
620,2016-01-26 20:30:00,
621,2016-01-26 21:30:00,
622,2016-01-26 22:30:00,
623,2016-01-26 23:30:00,
624,2016-01-27 00:30:00,
625,2016-01-27 01:30:00,
626,2016-01-27 02:30:00,
627,2016-01-27 03:30:00,
628,2016-01-27 04:30:00,
629,2016-01-27 05:30:00,
630,2016-01-27 06:30:00,
631,2016-01-27 07:30:00,
632,2016-01-27 08:30:00,
633,2016-01-27 09:30:00,
634,2016-01-27 10:30:00,
635,2016-01-27 11:30:00,
636,2016-01-27 12:30:00,
637,2016-01-27 13:30:00,
638,2016-01-27 14:30:00,
639,2016-01-27 15:30:00,
640,2016-01-27 16:30:00,
641,2016-01-27 17:30:00,
642,2016-01-27 18:30:00,
643,2016-01-27 19:30:00,
644,2016-01-27 20:30:00,
645,2016-01-27 21:30:00,
646,2016-01-27 22:30:00,
647,2016-01-27 23:30:00,
648,2016-01-28 00:30:00,
649,2016-01-28 01:30:00,
650,2016-01-28 02:30:00,
651,2016-01-28 03:30:00,
652,2016-01-28 04:30:00,
653,2016-01-28 05:30:00,
654,2016-01-28 06:30:00,
655,2016-01-28 07:30:00,
656,2016-01-28 08:30:00,
657,2016-01-28 09:30:00,
658,2016-01-28 10:30:00,
659,2016-01-28 11:30:00,
660,2016-01-28 12:30:00,
661,2016-01-28 13:30:00,
662,2016-01-28 14:30:00,
663,2016-01-28 15:30:00,
664,2016-01-28 16:30:00,
665,2016-01-28 17:30:00,
666,2016-01-28 18:30:00,
667,2016-01-28 19:30:00,
668,2016-01-28 20:30:00,
