,Convective Available Potential Energy,K index,Cross totals index,Vertical totals index,Lifted index,Showalter index,waktu,hujan,petir,hujan 6 jam,selisih 1000,selisih 850,selisih 700,selisih 500
0,508.22,35.4,20.1,22.9,-1.48,0.16,2016-01-01 00:00:00,0.0,1.0,0.0,4.800000000000001,2.8000000000000007,3.299999999999999,-15.600000000000001
1,508.22,35.4,20.1,22.9,-1.48,0.16,2016-01-01 12:00:00,0.0,0.0,0.0,4.800000000000001,2.8000000000000007,3.299999999999999,-15.600000000000001
2,952.96,32.2,19.2,22.1,-2.35,1.33,2016-01-02 00:00:00,0.0,0.0,0.0,2.6999999999999993,2.9000000000000004,5.0,-30.200000000000003
3,952.96,32.2,19.2,22.1,-2.35,1.33,2016-01-02 12:00:00,0.0,0.0,0.0,2.6999999999999993,2.9000000000000004,5.0,-30.200000000000003
4,276.15,33.7,17.1,23.1,-0.87,2.82,2016-01-03 00:00:00,0.0,1.0,0.0,4.099999999999998,6.0,2.4000000000000004,-38.2
5,276.15,33.7,17.1,23.1,-0.87,2.82,2016-01-03 12:00:00,0.0,0.0,0.0,4.099999999999998,6.0,2.4000000000000004,-38.2
6,938.36,18.0,19.6,22.7,-2.06,0.75,2016-01-04 00:00:00,0.0,0.0,0.0,3.6999999999999993,3.099999999999998,20.0,-40.599999999999994
7,938.36,18.0,19.6,22.7,-2.06,0.75,2016-01-04 12:00:00,0.0,0.0,0.0,3.6999999999999993,3.099999999999998,20.0,-40.599999999999994
8,135.81,21.1,16.3,23.3,0.16,3.59,2016-01-05 00:00:00,0.0,0.0,0.0,6.0,7.0,14.0,-41.0
9,135.81,21.1,16.3,23.3,0.16,3.59,2016-01-05 12:00:00,0.0,0.0,0.0,6.0,7.0,14.0,-41.0
10,156.8,14.7,14.7,21.7,1.5,5.12,2016-01-06 00:00:00,0.0,0.0,0.0,6.0,7.0,19.0,-30.4
11,156.8,14.7,14.7,21.7,1.5,5.12,2016-01-06 12:00:00,0.0,0.0,0.0,6.0,7.0,19.0,-30.4
12,414.94,32.3,17.9,23.9,-1.25,1.86,2016-01-07 00:00:00,1.0,1.0,0.0,4.600000000000001,5.999999999999998,5.0,-19.0
13,414.94,32.3,17.9,23.9,-1.25,1.86,2016-01-07 12:00:00,0.0,0.0,0.0,4.600000000000001,5.999999999999998,5.0,-19.0
14,144.08,23.3,12.7,23.7,0.43,5.91,2016-01-08 00:00:00,0.0,0.0,0.0,4.599999999999998,11.000000000000002,10.0,-43.2
15,144.08,23.3,12.7,23.7,0.43,5.91,2016-01-08 12:00:00,0.0,0.0,0.0,4.599999999999998,11.000000000000002,10.0,-43.2
16,269.54,29.3,16.5,22.5,-0.86,3.5,2016-01-09 00:00:00,0.0,1.0,0.0,5.0,6.0,6.0,-20.4
17,269.54,29.3,16.5,22.5,-0.86,3.5,2016-01-09 12:00:00,0.0,0.0,0.0,5.0,6.0,6.0,-20.4
18,153.22,33.9,18.4,21.5,0.06,2.04,2016-01-10 00:00:00,1.0,1.0,0.0,5.0,3.0999999999999996,2.6999999999999993,-32.6
19,153.22,33.9,18.4,21.5,0.06,2.04,2016-01-10 12:00:00,0.0,0.0,0.0,5.0,3.0999999999999996,2.6999999999999993,-32.6
20,481.8,28.3,17.9,25.9,-3.62,1.64,2016-01-11 00:00:00,1.0,0.0,0.0,3.8999999999999986,7.999999999999998,9.0,2.5999999999999996
21,481.8,28.3,17.9,25.9,-3.62,1.64,2016-01-11 12:00:00,0.0,0.0,0.0,3.8999999999999986,7.999999999999998,9.0,2.5999999999999996
22,0.0,21.7,18.1,24.1,0.1,1.98,2016-01-12 00:00:00,1.0,1.0,0.0,7.0,6.000000000000002,15.0,-19.0
23,0.0,21.7,18.1,24.1,0.1,1.98,2016-01-12 12:00:00,0.0,1.0,1.0,7.0,6.000000000000002,15.0,-19.0
24,271.95,27.4,19.4,23.9,-1.68,0.63,2016-01-13 00:00:00,1.0,1.0,0.0,6.0,4.5,11.0,-26.799999999999997
25,271.95,27.4,19.4,23.9,-1.68,0.63,2016-01-13 12:00:00,0.0,0.0,0.0,6.0,4.5,11.0,-26.799999999999997
26,14.05,23.9,16.9,23.9,0.39,2.53,2016-01-14 00:00:00,0.0,0.0,0.0,7.0,7.0,13.0,-37.8
27,14.05,23.9,16.9,23.9,0.39,2.53,2016-01-14 12:00:00,0.0,0.0,0.0,7.0,7.0,13.0,-37.8
28,390.93,35.4,17.5,24.5,-1.82,1.93,2016-01-15 00:00:00,1.0,1.0,0.0,6.0,7.0,2.0999999999999996,4.1
29,390.93,35.4,17.5,24.5,-1.82,1.93,2016-01-15 12:00:00,0.0,0.0,0.0,6.0,7.0,2.0999999999999996,4.1
30,309.84,28.1,13.1,24.1,-1.14,5.7,2016-01-16 00:00:00,1.0,1.0,0.0,5.0,11.0,5.0,-16.2
31,309.84,28.1,13.1,24.1,-1.14,5.7,2016-01-16 12:00:00,0.0,1.0,1.0,5.0,11.0,5.0,-16.2
32,923.77,34.1,18.6,23.1,-1.95,1.35,2016-01-17 00:00:00,1.0,1.0,0.0,4.100000000000001,4.5,3.700000000000001,-22.799999999999997
33,923.77,34.1,18.6,23.1,-1.95,1.35,2016-01-17 12:00:00,0.0,0.0,0.0,4.100000000000001,4.5,3.700000000000001,-22.799999999999997
34,708.35,32.9,19.9,22.5,-1.17,0.19,2016-01-18 00:00:00,1.0,1.0,0.0,3.099999999999998,2.6000000000000014,6.0,-27.0
35,708.35,32.9,19.9,22.5,-1.17,0.19,2016-01-18 12:00:00,0.0,1.0,0.0,3.099999999999998,2.6000000000000014,6.0,-27.0
36,158.77,35.5,20.2,23.1,-1.24,0.06,2016-01-19 00:00:00,,,,4.800000000000001,2.900000000000002,3.3,3.0999999999999996
37,158.77,35.5,20.2,23.1,-1.24,0.06,2016-01-19 12:00:00,,,,4.800000000000001,2.900000000000002,3.3,3.0999999999999996
38,659.98,33.4,20.2,23.5,-1.85,-0.21,2016-01-20 00:00:00,,,,3.099999999999998,3.299999999999999,6.0,2.1000000000000005
39,659.98,33.4,20.2,23.5,-1.85,-0.21,2016-01-20 12:00:00,,,,3.099999999999998,3.299999999999999,6.0,2.1000000000000005
40,559.57,36.8,20.7,23.1,-2.32,-0.25,2016-01-21 00:00:00,,,,2.5,2.3999999999999986,2.0999999999999996,1.1999999999999993
41,559.57,36.8,20.7,23.1,-2.32,-0.25,2016-01-21 12:00:00,,,,2.5,2.3999999999999986,2.0999999999999996,1.1999999999999993
42,2709.52,41.4,25.7,25.9,-6.3,-4.2,2016-01-22 00:00:00,,,,0.1999999999999993,0.1999999999999993,0.3000000000000007,-20.1
43,2709.52,41.4,25.7,25.9,-6.3,-4.2,2016-01-22 12:00:00,,,,0.1999999999999993,0.1999999999999993,0.3000000000000007,-20.1
44,1080.27,34.3,18.8,23.7,-2.72,1.21,2016-01-23 00:00:00,,,,3.5,4.9,3.499999999999999,2.8999999999999995
45,1080.27,34.3,18.8,23.7,-2.72,1.21,2016-01-23 12:00:00,,,,3.5,4.9,3.499999999999999,2.8999999999999995
46,242.51,32.3,18.1,24.1,-1.34,1.9,2016-01-24 00:00:00,,,,3.8999999999999986,6.0,4.6000000000000005,3.6000000000000005
47,242.51,32.3,18.1,24.1,-1.34,1.9,2016-01-24 12:00:00,,,,3.8999999999999986,6.0,4.6000000000000005,3.6000000000000005
48,36.01,35.4,18.9,23.9,-0.34,1.44,2016-01-25 00:00:00,,,,7.0,5.0,1.6999999999999993,0.5
49,36.01,35.4,18.9,23.9,-0.34,1.44,2016-01-25 12:00:00,,,,7.0,5.0,1.6999999999999993,0.5
50,368.52,34.5,19.8,20.3,-1.28,2.2,2016-01-26 00:00:00,,,,2.6999999999999993,0.5,0.3000000000000007,0.0
51,368.52,34.5,19.8,20.3,-1.28,2.2,2016-01-26 12:00:00,,,,2.6999999999999993,0.5,0.3000000000000007,0.0
52,30.3,33.6,17.3,23.3,0.79,2.62,2016-01-27 00:00:00,,,,7.0,6.0,2.7,-14.600000000000001
53,30.3,33.6,17.3,23.3,0.79,2.62,2016-01-27 12:00:00,,,,7.0,6.0,2.7,-14.600000000000001
54,1665.95,29.3,17.1,24.1,-2.87,2.26,2016-01-28 00:00:00,,,,3.3000000000000007,7.0,8.0,-18.8
55,1665.95,29.3,17.1,24.1,-2.87,2.26,2016-01-28 12:00:00,,,,3.3000000000000007,7.0,8.0,-18.8
56,703.47,31.1,16.7,23.7,-1.8,2.96,2016-01-29 00:00:00,,,,4.199999999999999,6.999999999999998,4.999999999999999,-16.6
57,703.47,31.1,16.7,23.7,-1.8,2.96,2016-01-29 12:00:00,,,,4.199999999999999,6.999999999999998,4.999999999999999,-16.6
58,1715.56,32.6,18.2,21.7,-2.15,2.05,2016-01-30 00:00:00,,,,3.5,3.5000000000000018,4.2,-16.2
59,1715.56,32.6,18.2,21.7,-2.15,2.05,2016-01-30 12:00:00,,,,3.5,3.5000000000000018,4.2,-16.2
60,1291.3,35.5,19.9,22.7,-2.09,0.19,2016-01-31 00:00:00,,,,4.400000000000002,2.8000000000000007,3.4000000000000004,-14.399999999999999
61,1291.3,35.5,19.9,22.7,-2.09,0.19,2016-01-31 12:00:00,,,,4.400000000000002,2.8000000000000007,3.4000000000000004,-14.399999999999999
62,1705.29,32.7,20.7,23.5,-4.06,-0.61,2016-02-01 00:00:00,1.0,0.0,0.0,2.6999999999999993,2.8000000000000007,7.0,-15.0
63,1705.29,32.7,20.7,23.5,-4.06,-0.61,2016-02-01 12:00:00,1.0,0.0,0.0,2.6999999999999993,2.8000000000000007,7.0,-15.0
64,189.08,30.3,20.5,23.3,-1.21,-0.32,2016-02-02 00:00:00,0.0,0.0,0.0,3.6999999999999993,2.8000000000000007,9.0,0.09999999999999964
65,189.08,30.3,20.5,23.3,-1.21,-0.32,2016-02-02 12:00:00,1.0,0.0,0.0,3.6999999999999993,2.8000000000000007,9.0,0.09999999999999964
66,344.24,35.2,20.5,21.1,-0.77,0.22,2016-02-03 00:00:00,1.0,0.0,0.0,1.8999999999999986,0.6000000000000014,2.9000000000000004,3.0
67,344.24,35.2,20.5,21.1,-0.77,0.22,2016-02-03 12:00:00,1.0,0.0,0.0,1.8999999999999986,0.6000000000000014,2.9000000000000004,3.0
68,24.6,36.8,19.0,22.1,0.52,1.35,2016-02-04 00:00:00,0.0,0.0,0.0,1.6000000000000014,3.099999999999998,0.5999999999999996,4.8999999999999995
69,24.6,36.8,19.0,22.1,0.52,1.35,2016-02-04 12:00:00,0.0,0.0,0.0,1.6000000000000014,3.099999999999998,0.5999999999999996,4.8999999999999995
70,327.62,37.6,21.2,25.1,-3.42,-1.06,2016-02-05 00:00:00,0.0,0.0,0.0,4.800000000000001,3.9000000000000004,2.3999999999999995,2.000000000000001
71,327.62,37.6,21.2,25.1,-3.42,-1.06,2016-02-05 12:00:00,0.0,0.0,0.0,4.800000000000001,3.9000000000000004,2.3999999999999995,2.000000000000001
72,1022.98,34.5,19.4,22.3,-1.83,0.69,2016-02-06 00:00:00,1.0,1.0,0.0,3.6999999999999993,2.8999999999999986,3.9000000000000004,5.000000000000001
73,1022.98,34.5,19.4,22.3,-1.83,0.69,2016-02-06 12:00:00,1.0,0.0,0.0,3.6999999999999993,2.8999999999999986,3.9000000000000004,5.000000000000001
74,1356.38,36.6,20.9,23.5,-3.45,-0.72,2016-02-07 00:00:00,1.0,0.0,0.0,2.5,2.6000000000000014,3.0999999999999996,0.7999999999999998
75,1356.38,36.6,20.9,23.5,-3.45,-0.72,2016-02-07 12:00:00,1.0,1.0,1.0,2.5,2.6000000000000014,3.0999999999999996,0.7999999999999998
76,142.58,34.8,20.1,21.9,-1.13,0.63,2016-02-08 00:00:00,1.0,0.0,0.0,0.8999999999999986,1.8000000000000007,2.9000000000000004,0.10000000000000053
77,142.58,34.8,20.1,21.9,-1.13,0.63,2016-02-08 12:00:00,1.0,0.0,0.0,0.8999999999999986,1.8000000000000007,2.9000000000000004,0.10000000000000053
78,138.24,35.7,19.2,23.5,-1.12,0.67,2016-02-09 00:00:00,0.0,0.0,0.0,3.5,4.299999999999999,2.9000000000000004,0.7000000000000002
79,138.24,35.7,19.2,23.5,-1.12,0.67,2016-02-09 12:00:00,0.0,0.0,0.0,3.5,4.299999999999999,2.9000000000000004,0.7000000000000002
80,493.21,35.7,18.8,23.1,-1.83,1.24,2016-02-10 00:00:00,0.0,0.0,0.0,2.1000000000000014,4.300000000000001,2.0999999999999996,1.2000000000000002
81,493.21,35.7,18.8,23.1,-1.83,1.24,2016-02-10 12:00:00,1.0,0.0,0.0,2.1000000000000014,4.300000000000001,2.0999999999999996,1.2000000000000002
82,83.41,36.0,18.3,23.3,-0.47,1.54,2016-02-11 00:00:00,1.0,1.0,0.0,3.6999999999999993,4.999999999999998,1.6999999999999993,6.0
83,83.41,36.0,18.3,23.3,-0.47,1.54,2016-02-11 12:00:00,1.0,1.0,1.0,3.6999999999999993,4.999999999999998,1.6999999999999993,6.0
84,386.15,37.3,21.2,22.5,-1.74,-0.56,2016-02-12 00:00:00,1.0,0.0,0.0,1.1999999999999993,1.3000000000000007,1.700000000000001,0.0
85,386.15,37.3,21.2,22.5,-1.74,-0.56,2016-02-12 12:00:00,1.0,0.0,0.0,1.1999999999999993,1.3000000000000007,1.700000000000001,0.0
86,77.01,33.0,17.9,23.9,-1.28,2.26,2016-02-13 00:00:00,0.0,0.0,0.0,4.800000000000001,5.999999999999998,3.3000000000000007,1.7000000000000002
87,77.01,33.0,17.9,23.9,-1.28,2.26,2016-02-13 12:00:00,0.0,0.0,0.0,4.800000000000001,5.999999999999998,3.3000000000000007,1.7000000000000002
88,728.02,34.4,20.1,21.9,-1.31,0.35,2016-02-14 00:00:00,0.0,0.0,0.0,3.1000000000000014,1.8000000000000007,3.8999999999999995,5.999999999999999
89,728.02,34.4,20.1,21.9,-1.31,0.35,2016-02-14 12:00:00,0.0,0.0,0.0,3.1000000000000014,1.8000000000000007,3.8999999999999995,5.999999999999999
90,985.25,31.4,19.8,23.3,-2.54,0.45,2016-02-15 00:00:00,1.0,0.0,0.0,4.799999999999997,3.5000000000000018,7.0,2.8
91,985.25,31.4,19.8,23.3,-2.54,0.45,2016-02-15 12:00:00,1.0,1.0,1.0,4.799999999999997,3.5000000000000018,7.0,2.8
92,1899.44,33.1,18.3,24.3,-3.9,1.46,2016-02-16 00:00:00,1.0,0.0,0.0,3.5,5.999999999999998,4.6,3.4000000000000004
93,1899.44,33.1,18.3,24.3,-3.9,1.46,2016-02-16 12:00:00,1.0,1.0,1.0,3.5,5.999999999999998,4.6,3.4000000000000004
94,408.42,34.6,20.4,23.1,-1.38,-0.04,2016-02-17 00:00:00,1.0,0.0,0.0,3.299999999999997,2.6999999999999993,4.2,-24.4
95,408.42,34.6,20.4,23.1,-1.38,-0.04,2016-02-17 12:00:00,0.0,0.0,0.0,3.299999999999997,2.6999999999999993,4.2,-24.4
96,771.13,32.2,20.8,21.9,-2.11,0.02,2016-02-18 00:00:00,0.0,0.0,0.0,3.8999999999999986,1.0999999999999979,6.0,-31.0
97,771.13,32.2,20.8,21.9,-2.11,0.02,2016-02-18 12:00:00,1.0,0.0,0.0,3.8999999999999986,1.0999999999999979,6.0,-31.0
98,611.34,37.4,21.1,21.3,-1.5,-0.2,2016-02-19 00:00:00,1.0,0.0,0.0,1.4000000000000021,0.1999999999999993,0.8999999999999995,4.800000000000001
99,611.34,37.4,21.1,21.3,-1.5,-0.2,2016-02-19 12:00:00,,,,1.4000000000000021,0.1999999999999993,0.8999999999999995,4.800000000000001
100,29.82,30.9,16.1,23.1,0.38,3.72,2016-02-20 00:00:00,,,,5.0,7.0,4.199999999999999,-15.2
101,29.82,30.9,16.1,23.1,0.38,3.72,2016-02-20 12:00:00,,,,5.0,7.0,4.199999999999999,-15.2
102,1127.66,34.2,19.6,23.1,-2.58,0.56,2016-02-21 00:00:00,,,,1.4000000000000021,3.5,4.199999999999999,4.500000000000001
103,1127.66,34.2,19.6,23.1,-2.58,0.56,2016-02-21 12:00:00,,,,1.4000000000000021,3.5,4.199999999999999,4.500000000000001
104,1159.87,34.6,21.0,22.7,-3.26,-0.36,2016-02-22 00:00:00,,,,1.7999999999999972,1.6999999999999993,4.2,-19.8
105,1159.87,34.6,21.0,22.7,-3.26,-0.36,2016-02-22 12:00:00,,,,1.7999999999999972,1.6999999999999993,4.2,-19.8
106,321.55,38.8,21.8,25.9,-3.45,-1.58,2016-02-23 00:00:00,,,,4.100000000000001,4.100000000000001,1.5999999999999996,-21.6
107,321.55,38.8,21.8,25.9,-3.45,-1.58,2016-02-23 12:00:00,,,,4.100000000000001,4.100000000000001,1.5999999999999996,-21.6
108,604.75,36.5,20.9,23.1,-2.28,-0.26,2016-02-24 00:00:00,,,,0.6999999999999993,2.200000000000001,2.1999999999999993,0.0
109,604.75,36.5,20.9,23.1,-2.28,-0.26,2016-02-24 12:00:00,,,,0.6999999999999993,2.200000000000001,2.1999999999999993,0.0
110,700.92,33.0,19.0,22.5,-1.89,1.33,2016-02-25 00:00:00,,,,3.299999999999997,3.4999999999999982,4.3999999999999995,2.6000000000000005
111,700.92,33.0,19.0,22.5,-1.89,1.33,2016-02-25 12:00:00,,,,3.299999999999997,3.4999999999999982,4.3999999999999995,2.6000000000000005
112,380.02,35.1,20.0,22.7,-1.67,0.45,2016-02-26 00:00:00,,,,4.399999999999999,2.6999999999999993,3.1000000000000005,2.3
113,380.02,35.1,20.0,22.7,-1.67,0.45,2016-02-26 12:00:00,,,,4.399999999999999,2.6999999999999993,3.1000000000000005,2.3
114,696.72,32.9,18.8,22.7,-2.52,1.69,2016-02-27 00:00:00,,,,3.900000000000002,3.9000000000000004,3.9000000000000004,3.0999999999999996
115,696.72,32.9,18.8,22.7,-2.52,1.69,2016-02-27 12:00:00,,,,3.900000000000002,3.9000000000000004,3.9000000000000004,3.0999999999999996
116,1076.8,34.9,20.9,22.9,-3.29,-0.45,2016-02-28 00:00:00,,,,3.5,2.0,4.2,2.8999999999999995
117,1076.8,34.9,20.9,22.9,-3.29,-0.45,2016-02-28 12:00:00,,,,3.5,2.0,4.2,2.8999999999999995
118,815.88,36.8,22.1,24.5,-3.8,-1.74,2016-02-29 00:00:00,,,,1.3999999999999986,2.3999999999999986,3.700000000000001,0.7000000000000002
119,815.88,36.8,22.1,24.5,-3.8,-1.74,2016-02-29 12:00:00,,,,1.3999999999999986,2.3999999999999986,3.700000000000001,0.7000000000000002
120,541.27,36.5,21.1,22.9,-2.39,-0.55,2016-03-01 00:00:00,1.0,0.0,0.0,4.200000000000003,1.8000000000000007,2.5999999999999996,1.1999999999999993
121,541.27,36.5,21.1,22.9,-2.39,-0.55,2016-03-01 12:00:00,0.0,0.0,0.0,4.200000000000003,1.8000000000000007,2.5999999999999996,1.1999999999999993
122,228.95,33.2,19.8,23.3,-1.6,0.53,2016-03-02 00:00:00,1.0,1.0,1.0,4.600000000000001,3.4999999999999982,4.999999999999999,2.0999999999999996
123,228.95,33.2,19.8,23.3,-1.6,0.53,2016-03-02 12:00:00,1.0,0.0,0.0,4.600000000000001,3.4999999999999982,4.999999999999999,2.0999999999999996
124,115.52,36.6,20.6,23.5,-1.46,-0.16,2016-03-03 00:00:00,0.0,0.0,0.0,3.1000000000000014,2.8999999999999986,2.200000000000001,4.3
125,115.52,36.6,20.6,23.5,-1.46,-0.16,2016-03-03 12:00:00,0.0,0.0,0.0,3.1000000000000014,2.8999999999999986,2.200000000000001,4.3
126,89.87,33.7,19.8,23.1,-0.66,0.37,2016-03-04 00:00:00,0.0,1.0,0.0,4.800000000000001,3.3000000000000007,4.9,4.3
127,89.87,33.7,19.8,23.1,-0.66,0.37,2016-03-04 12:00:00,1.0,1.0,1.0,4.800000000000001,3.3000000000000007,4.9,4.3
128,744.23,37.2,22.1,22.9,-2.47,-1.75,2016-03-05 00:00:00,1.0,1.0,1.0,1.8999999999999986,0.7999999999999972,3.3,1.5
129,744.23,37.2,22.1,22.9,-2.47,-1.75,2016-03-05 12:00:00,0.0,0.0,0.0,1.8999999999999986,0.7999999999999972,3.3,1.5
130,684.08,35.0,20.3,22.1,-1.73,0.25,2016-03-06 00:00:00,1.0,0.0,0.0,3.299999999999997,1.8000000000000007,3.3,4.5
131,684.08,35.0,20.3,22.1,-1.73,0.25,2016-03-06 12:00:00,0.0,0.0,0.0,3.299999999999997,1.8000000000000007,3.3,4.5
132,421.17,36.1,20.0,24.1,-2.45,0.05,2016-03-07 00:00:00,0.0,0.0,0.0,5.0,4.1,2.8999999999999995,2.6000000000000005
133,421.17,36.1,20.0,24.1,-2.45,0.05,2016-03-07 12:00:00,0.0,1.0,1.0,5.0,4.1,2.8999999999999995,2.6000000000000005
134,1449.74,30.7,18.3,23.3,-3.28,1.54,2016-03-08 00:00:00,0.0,0.0,0.0,2.900000000000002,4.999999999999998,7.0,-15.8
135,1449.74,30.7,18.3,23.3,-3.28,1.54,2016-03-08 12:00:00,0.0,0.0,0.0,2.900000000000002,4.999999999999998,7.0,-15.8
136,419.13,32.1,19.7,22.3,-1.21,0.66,2016-03-09 00:00:00,1.0,0.0,0.0,5.0,2.599999999999998,5.999999999999999,6.0
137,419.13,32.1,19.7,22.3,-1.21,0.66,2016-03-09 12:00:00,0.0,0.0,0.0,5.0,2.599999999999998,5.999999999999999,6.0
138,565.01,33.4,19.0,23.3,-1.67,0.96,2016-03-10 00:00:00,1.0,1.0,0.0,4.799999999999997,4.299999999999999,4.800000000000001,-16.2
139,565.01,33.4,19.0,23.3,-1.67,0.96,2016-03-10 12:00:00,0.0,0.0,0.0,4.799999999999997,4.299999999999999,4.800000000000001,-16.2
140,981.4,34.8,20.1,23.1,-2.48,-0.02,2016-03-11 00:00:00,0.0,0.0,0.0,4.199999999999999,3.0,4.3,-16.2
141,981.4,34.8,20.1,23.1,-2.48,-0.02,2016-03-11 12:00:00,0.0,0.0,0.0,4.199999999999999,3.0,4.3,-16.2
142,698.92,36.9,19.1,21.9,-1.3,1.16,2016-03-12 00:00:00,0.0,0.0,0.0,5.0,2.8000000000000007,0.7999999999999989,5.000000000000001
143,698.92,36.9,19.1,21.9,-1.3,1.16,2016-03-12 12:00:00,1.0,0.0,0.0,5.0,2.8000000000000007,0.7999999999999989,5.000000000000001
144,,,,,,,2016-03-13 00:00:00,0.0,0.0,0.0,,,,
145,,,,,,,2016-03-13 12:00:00,0.0,0.0,0.0,,,,
146,1065.78,33.2,19.0,23.5,-3.14,1.03,2016-03-14 00:00:00,1.0,1.0,0.0,4.600000000000001,4.5,4.800000000000001,4.6
147,1065.78,33.2,19.0,23.5,-3.14,1.03,2016-03-14 12:00:00,1.0,1.0,1.0,4.600000000000001,4.5,4.800000000000001,4.6
148,1190.98,35.8,21.7,22.5,-2.89,-1.17,2016-03-15 00:00:00,1.0,1.0,1.0,3.3000000000000007,0.8000000000000007,3.9000000000000004,1.7000000000000002
149,1190.98,35.8,21.7,22.5,-2.89,-1.17,2016-03-15 12:00:00,,,,3.3000000000000007,0.8000000000000007,3.9000000000000004,1.7000000000000002
150,1050.15,39.0,21.1,22.1,-2.15,-0.75,2016-03-16 00:00:00,1.0,1.0,0.0,2.5,1.0,0.5,3.0999999999999996
151,1050.15,39.0,21.1,22.1,-2.15,-0.75,2016-03-16 12:00:00,1.0,1.0,1.0,2.5,1.0,0.5,3.0999999999999996
152,531.85,36.0,22.3,23.5,-2.69,-1.95,2016-03-17 00:00:00,1.0,0.0,0.0,2.5,1.1999999999999993,4.699999999999999,3.0999999999999996
153,531.85,36.0,22.3,23.5,-2.69,-1.95,2016-03-17 12:00:00,0.0,0.0,0.0,2.5,1.1999999999999993,4.699999999999999,3.0999999999999996
154,700.71,32.4,19.4,23.1,-1.95,0.67,2016-03-18 00:00:00,0.0,0.0,0.0,4.199999999999999,3.6999999999999993,6.000000000000001,-16.2
155,700.71,32.4,19.4,23.1,-1.95,0.67,2016-03-18 12:00:00,0.0,0.0,0.0,4.199999999999999,3.6999999999999993,6.000000000000001,-16.2
156,1120.55,31.2,18.0,22.7,-1.84,1.94,2016-03-19 00:00:00,0.0,0.0,0.0,2.5,4.699999999999999,6.0,-20.0
157,1120.55,31.2,18.0,22.7,-1.84,1.94,2016-03-19 12:00:00,1.0,0.0,0.0,2.5,4.699999999999999,6.0,-20.0
158,1385.84,30.1,19.3,22.1,-2.34,0.88,2016-03-20 00:00:00,0.0,0.0,0.0,3.5,2.8000000000000007,8.0,-26.6
159,1385.84,30.1,19.3,22.1,-2.34,0.88,2016-03-20 12:00:00,0.0,0.0,0.0,3.5,2.8000000000000007,8.0,-26.6
160,470.86,22.4,17.2,21.7,-0.38,2.75,2016-03-21 00:00:00,0.0,0.0,0.0,6.0,4.5,14.0,-18.0
161,470.86,22.4,17.2,21.7,-0.38,2.75,2016-03-21 12:00:00,1.0,0.0,0.0,6.0,4.5,14.0,-18.0
162,1353.05,33.9,17.6,22.3,-2.22,2.25,2016-03-22 00:00:00,0.0,0.0,0.0,1.6000000000000014,4.699999999999999,3.0999999999999996,-15.8
163,1353.05,33.9,17.6,22.3,-2.22,2.25,2016-03-22 12:00:00,0.0,0.0,0.0,1.6000000000000014,4.699999999999999,3.0999999999999996,-15.8
164,581.12,31.9,18.1,24.1,-2.35,1.5,2016-03-23 00:00:00,0.0,0.0,0.0,3.3000000000000007,6.0,5.999999999999999,0.5
165,581.12,31.9,18.1,24.1,-2.35,1.5,2016-03-23 12:00:00,1.0,1.0,1.0,3.3000000000000007,6.0,5.999999999999999,0.5
166,198.47,30.8,21.2,24.7,-1.71,-1.39,2016-03-24 00:00:00,1.0,1.0,,3.099999999999998,3.5,10.0,1.5
167,198.47,30.8,21.2,24.7,-1.71,-1.39,2016-03-24 12:00:00,,,,3.099999999999998,3.5,10.0,1.5
168,633.72,28.5,18.3,23.3,-1.79,1.62,2016-03-25 00:00:00,,,,4.599999999999998,5.0,9.0,-19.2
169,633.72,28.5,18.3,23.3,-1.79,1.62,2016-03-25 12:00:00,,,,4.599999999999998,5.0,9.0,-19.2
170,523.45,18.5,18.7,23.7,-2.38,1.38,2016-03-26 00:00:00,,,,4.800000000000001,5.0,19.0,-23.799999999999997
171,523.45,18.5,18.7,23.7,-2.38,1.38,2016-03-26 12:00:00,,,,4.800000000000001,5.0,19.0,-23.799999999999997
172,628.32,36.0,19.8,23.1,-1.65,0.37,2016-03-27 00:00:00,,,,4.400000000000002,3.3000000000000007,2.6000000000000005,2.6000000000000005
173,628.32,36.0,19.8,23.1,-1.65,0.37,2016-03-27 12:00:00,,,,4.400000000000002,3.3000000000000007,2.6000000000000005,2.6000000000000005
174,963.02,32.2,19.0,23.1,-1.72,0.97,2016-03-28 00:00:00,,,,4.800000000000001,4.1,5.999999999999999,5.0
175,963.02,32.2,19.0,23.1,-1.72,0.97,2016-03-28 12:00:00,,,,4.800000000000001,4.1,5.999999999999999,5.0
176,971.69,37.5,21.4,23.1,-2.79,-0.95,2016-03-29 00:00:00,,,,4.599999999999998,1.6999999999999993,2.0999999999999996,3.9000000000000004
177,971.69,37.5,21.4,23.1,-2.79,-0.95,2016-03-29 12:00:00,,,,4.599999999999998,1.6999999999999993,2.0999999999999996,3.9000000000000004
178,178.89,39.2,22.6,23.7,-2.2,-2.06,2016-03-30 00:00:00,,,,3.900000000000002,1.1000000000000014,1.4000000000000004,0.09999999999999964
179,178.89,39.2,22.6,23.7,-2.2,-2.06,2016-03-30 12:00:00,,,,3.900000000000002,1.1000000000000014,1.4000000000000004,0.09999999999999964
180,511.66,34.0,20.8,24.5,-3.38,-0.39,2016-03-31 00:00:00,,,,3.3000000000000007,3.6999999999999993,5.0,2.8999999999999995
181,511.66,34.0,20.8,24.5,-3.38,-0.39,2016-03-31 12:00:00,,,,3.3000000000000007,3.6999999999999993,5.0,2.8999999999999995
